Title,Author,Fandom,Url,Kudos,Summary,Content
I want to make a skirt for you,carriejack03,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/32626102,"5,285",Summary: Nothing could have prepared Mitsuya for the hell Baji would unleash on earth a few seconds later. “I want to know… do ya wear boxers under that? Or something prettier?” (Or: Takemichi likes wearing skirts. Toman is not ready.),General Audiences No Archive Warnings Apply Gen 東京卍リベンジャーズ | Tokyo Revengers (Manga) Takemitchy | Hanagaki Takemichi/Everyone Mikey | Sano Manjirou & Takemitchy | Hanagaki Takemichi Mitsuya Takashi & Takemitchy | Hanagaki Takemichi Takemitchy | Hanagaki Takemichi Mikey | Sano Manjirou Mitsuya Takashi Baji Keisuke Alternate Universe - Everyone Lives/Nobody Dies Takemichi in a skirt Oblivious Takemichi Mikey is a simp Baji is a dog
burn bright,auratuspark,東京卍リベンジャーズ | Tokyo Revengers (Manga),https://archiveofourown.org/works/32938033,"5,242","Summary: Takemichi finally quit his long suffering job at the dvd rental store and moved out of his derelict apartment to do what he loved doing the most. Making sweets and pastries. But opening up a shop wasn't as easy as he thought, especially when he caught the attention of all the alphas in his vicinity.",Teen And Up Audiences Creator Chose Not To Use Archive Warnings M/M Multi 東京卍リベンジャーズ | Tokyo Revengers (Manga) Takemitchy | Hanagaki Takemichi/Everyone Mikey | Sano Manjirou/Takemitchy | Hanagaki Takemichi Matsuno Chifuyu/Takemitchy | Hanagaki Takemichi Sanzu Haruchiyo/Takemitchy | Hanagaki Takemichi Draken | Ryuuguuji Ken/Takemitchy | Hanagaki Takemichi Mitsuya Takashi/Takemitchy | Hanagaki Takemichi Mikey | Sano Manjirou Takemitchy | Hanagaki Takemichi Matsuno Chifuyu Hanemiya Kazutora Draken | Ryuuguuji Ken Sanzu Haruchiyo Koko | Kokonoi Hajime Takeomi Akashi Shiba Hakkai Mitsuya Takashi Baji Keisuke Fluff Alternate Universe - Canon Divergence Alternate Universe - No Time Travel Future Timeline: Bonten (Tokyo Revengers) Alpha/Beta/Omega Dynamics Omega Takemitchy | Hanagaki Takemichi Alpha Mikey | Sano Manjirou Alpha Chifuyu BAMF Takemichi Non-Consensual Kissing Everyone is an alpha except Takemichi
Memory of Saniwa,raifujinn,刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/4673723,987,"Summary: COMPLETE. Reader-insert story about the player Saniwa (fall-into-fandom scenario style) Spiritual Quest together with the TouDan in the parallel world of Touken Ranbu *** NO COUPLE, Otome Reverse-Harem style, Fanservice ***",General Audiences No Archive Warnings Apply Gen Multi 刀剣乱舞 | Touken Ranbu Saniwa (Touken Ranbu) Mikazuki Munechika Yamanbagiri Kunihiro Uguisumaru (Touken Ranbu) Ookurikara (Touken Ranbu) Yagen Toushirou Tsurumaru Kuninaga Ichigo Hitofuri Shokudaikiri Mitsutada Heshikiri Hasebe Horikawa Kunihiro Nikkari Aoe Konnosuke (Touken Ranbu) Reader-Insert Parallel Universes Reverse Harem Otome Game
swords are allegories for--,"Timpeni, tzitzimeme",刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/3963145,538,"Summary: Just a bunch of fics I've written, feel free to request! Latest Chapter: A man watches Kashuu from the bathroom door. (For @tkrb_60min prompt: horror) (SUMMARY GOT TOO LONG AND EXCEEDED CHARACTER LIMIT all drabble descriptions are now in the chapter summaries! I'll just put the latest chapter description in the summary.)",General Audiences Creator Chose Not To Use Archive Warnings Multi 刀剣乱舞 | Touken Ranbu Izuminokami Kanesada/Horikawa Kunihiro Kashuu Kiyomitsu/Horikawa Kunihiro Kashuu Kiyomitsu/Yamatonokami Yasusada Ichigo Hitofuri/Tsurumaru Kuninaga Jiroutachi/Taroutachi (Touken Ranbu) Urashima Kotetsu/Midare Toushirou Yagen Toushirou/Imanotsurugi Shokudaikiri Mitsutada/Ookurikara Nagasone Kotetsu/Mutsunokami Yoshiyuki Honebami Toushirou/Namazuo Toushirou Izuminokami Kanesada/Yamatonokami Yasusada Heshikiri Hasebe/Shokudaikiri Mitsutada Shokudaikiri Mitsutada Heshikiri Hasebe Doutanuki Masakuni Otegine Kashuu Kiyomitsu Kasen Kanesada Mikazuki Munechika Izuminokami Kanesada Horikawa Kunihiro Mutsunokami Yoshiyuki Yamatonokami Yasusada Yamabushi Kunihiro Nagasone Kotetsu Urashima Kotetsu Nakigitsune Hachisuka Kotetsu Tsurumaru Kuninaga Ichigo Hitofuri Midare Toushirou Yagen Toushirou Imanotsurugi (Touken Ranbu) Jiroutachi (Touken Ranbu) Taroutachi (Touken Ranbu) Ookurikara (Touken Ranbu) Honebami Toushirou Namazuo Toushirou Yamanbagiri Kunihiro Souza Samonji Sayo Samonji Kousetsu Samonji i guess this is the shinsengumi harem collection
Tokenai Mahou,Anshie,刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/6617545,414,"Summary: Kashuu Kiyomitsu is a member of the famous boy band ""TouDan"" but Yasusada couldn't care less about boy bands. He also doesn't understand why his best friend Urashima would do anything to impress his crush Midare. Yasusada only cares about his grades and kendo. That is until Kashuu steps into his life and turns it upside down!",Teen And Up Audiences Graphic Depictions Of Violence M/M 刀剣乱舞 | Touken Ranbu Kashuu Kiyomitsu/Yamatonokami Yasusada Urashima Kotetsu/Midare Toushirou Kogitsunemaru/Mikazuki Munechika Kashuu Kiyomitsu Yamatonokami Yasusada Midare Toushirou Urashima Kotetsu Mikazuki Munechika Kogitsunemaru (Touken Ranbu) Ichigo Hitofuri Iwatooshi (Touken Ranbu) Imanotsurugi (Touken Ranbu) Ishikirimaru (Touken Ranbu) Hakata Toushirou Namazuo Toushirou Honebami Toushirou Reincarnation highschool life Idol Life Romance Comedy Drama
The Fox and the Moon,NEDtheNerd,刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/11992191,366,Summary: It seemed like everything was going to fall apart. But sometimes the worst mistakes can bare the greatest gifts.,Mature No Archive Warnings Apply M/M 刀剣乱舞 | Touken Ranbu Kogitsunemaru/Mikazuki Munechika Mikazuki Munechika Kogitsunemaru (Touken Ranbu) Yagen Toushirou Shokudaikiri Mitsutada Nakigitsune (Touken Ranbu) Nakigitsune's Fox Heshikiri Hasebe Izuminokami Kanesada Yamatonokami Yasusada Kashuu Kiyomitsu Tsurumaru Kuninaga Ookurikara (Touken Ranbu) Imanotsurugi (Touken Ranbu) Ichigo Hitofuri Gokotai (Touken Ranbu) Taikogane Sadamune Nikkari Aoe Shishiou (Touken Ranbu) Uguisumaru (Touken Ranbu) Smut Gay Sex Unprotected Sex Morning Sickness Unplanned Pregnancy Mpreg It's all Mpreg characters will be added as we go little angst mostly happy Just Little Moments Kogimika - Freeform Don't Like Don't Read Established Relationship chapters may be added For Once I'm Not Writing Slow Burn Kogitsunemaru is a Nervous Dad Boys Birthing Babies Birth labor Fairly Graphic Depictions of Birth
A Tale of Two Foxes,Akasha1908,刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/4325574,342,"Summary: Kogitsune finds himself locked in a battle of wit and wills, fighting for a love he never knew he wanted. Will he succeed? Or will he lose to the ultimate opponent? Himself...",Explicit Creator Chose Not To Use Archive Warnings M/M 刀剣乱舞 | Touken Ranbu Kogitsunemaru/Mikazuki Munechika Kogitsunemaru (Touken Ranbu) Mikazuki Munechika Tsurumaru Kuninaga Izuminokami Kanesada Nagasone Kotetsu Shokudaikiri Mitsutada Ookurikara (Touken Ranbu) Tonbokiri (Touken Ranbu) Ishikirimaru (Touken Ranbu) Yaoi Boy Love Kogimika - Freeform touranbu Masturbation dark kogi Manipulation Deception Violent Sex Violent Thoughts Anal Sex Oral Sex Murder Kidnapping Mpreg
One Rotten Thing,"Timpeni, tzitzimeme",刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/3672465,342,"Summary: Kashuu Kiyomitsu does not want to think about his past, and instead chooses to obsess over how his new master perceives him. When that gets him transferred to a new saniwa, he loses his way completely, to the point where some people have to reach out and anchor him back in place. But no matter how rooted you think you are, there will always be that one rotten thing, destroying your foundations. It doesn't help that the assistant sword with eyes like the moon keeps smiling. Like an idiot. (A continuity within the Touken Ranbu universe delving into game mechanics and plot. Finished on 3rd June Addendum added on 26th July.)",General Audiences Graphic Depictions Of Violence Major Character Death Gen 刀剣乱舞 | Touken Ranbu Mikazuki Munechika/Tsurumaru Kuninaga Kashuu Kiyomitsu/Yamatonokami Yasusada Izuminokami Kanesada/Horikawa Kunihiro Honebami Toushirou/Namazuo Toushirou Kashuu Kiyomitsu/Namazuo Toushirou 加州清光 | Kashuu Kiyomitsu 大和守安定 | Yamatonokami Yasusada 和泉守兼定 | Izuminokami Kanesada 堀川国広 | Horikawa Kunihiro 骨喰藤四郎 | Honebami Toushirou 鯰尾藤四郎 | Namazuo Toushirou 三日月宗近 | Mikazuki Munechika 燭台切光忠 | Shokudaikiri Mitsutada Shishiou 鶴丸国永 | Tsurumaru Kuninaga 宗三左文字 | Souza Samonji 江雪左文字 | Kousetsu Samonji 小夜左文字 | Sayo Samonji 一期一振 | Ichigo Hitofuri 今剣 | Imanotsurugi へし切長谷部 | Heshikiri Hasebe 蛍丸 | Hotarumaru 岩融 | Iwatooshi 厚十四郎 | Atsu Toushirou 陸奥守吉行 | Mutsunokami Yoshiyuki Hachisuka Kotetsu Nagasone Kotetsu Urashima Kotetsu my editor told me to tag with hinted ships so I'll tag them i guess
Find Me,Nimbus_Cloud,刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/12075468,341,"Summary: Kunihiro had always been able to see things, visions of the past. Moments in history from the mundane to the great battles... he just had to touch a historical artifact, and the truths of the past were revealed to him. But when he starts seeing strange visions of bizarre beings, and when they start to resemble people he knows, he has to find the greater truth. Ultimately, he has to find his partner, his Kane-san... if only he could remember who that is.",Explicit No Archive Warnings Apply M/M 刀剣乱舞 | Touken Ranbu Izuminokami Kanesada/Horikawa Kunihiro Yamanbagiri Kunihiro/Mikazuki Munechika Horikawa Kunihiro Yamanbagiri Kunihiro Yamabushi Kunihiro Shinsengumi Izuminokami Kanesada Mikazuki Munechika Kashuu Kiyomitsu Yamatonokami Yasusada Reincarnation Historical References Recovered Memories Brothers Minor Kashuu/Yasusada Hook-Up First Love Sex Anal Sex Oral Sex
The Fine Art Of,"Timpeni, tzitzimeme",刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/4096909,331,"Summary: In the occupation of selling love, their methods are works of art. Every step is planned, every action is meticulous. It should be no surprise, then, that everything breaks into pieces when Kashuu actually falls in love. (Prostitution/Courtesan AU set in Old Yoshiwara.)",Mature Creator Chose Not To Use Archive Warnings Underage M/M 刀剣乱舞 | Touken Ranbu Kashuu Kiyomitsu/Yamatonokami Yasusada Izuminokami Kanesada/Horikawa Kunihiro Kashuu Kiyomitsu Horikawa Kunihiro Yamatonokami Yasusada Izuminokami Kanesada Midare Toushirou Yagen Toushirou Jiroutachi (Touken Ranbu) Taroutachi (Touken Ranbu) Mutsunokami Yoshiyuki Alternate Universe - Prostitution Underage Prostitution this entire story is incredibly dubious in general Dubious Consent
meridianus,kanzentai,刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/4311252,320,"Summary: In which Ookurikara urgently requires ten weeks of sleep and caffeine, and Mitsutada's just too hot for Ookurikara to function normally.",Teen And Up Audiences No Archive Warnings Apply M/M 刀剣乱舞 | Touken Ranbu Shokudaikiri Mitsutada/Ookurikara Ookurikara (Touken Ranbu) Shokudaikiri Mitsutada Tsurumaru Kuninaga Alternate Universe - Modern Setting
The 19th Suitor,alisayamin,刀剣乱舞 | Touken Ranbu,https://archiveofourown.org/works/4616253,315,"Summary: Ichigo Hitofuri was an eligible prince, worthy to wed any royal prince or princess. Only problem is, before one would even think to win his heart, they would have to win the hearts of his 11 younger brothers. [RATED 'Mature' DUE TO SEXUAL CONTENT IN ~Chap 2~]",Mature Creator Chose Not To Use Archive Warnings M/M 刀剣乱舞 | Touken Ranbu Tsurumaru Kuninaga/Ichigo Hitofuri Tsurumaru Kuninaga Ichigo Hitofuri Mikazuki Munechika Uguisumaru (Touken Ranbu) Namazuo Toushirou Honebami Toushirou Yagen Toushirou Midare Toushirou Atsu Toushirou Maeda Toushirou Hirano Toushirou Gokotai (Touken Ranbu) Hakata (Touken Ranbu) Akita Toushirou Awataguchi Family Nakigitsune (Touken Ranbu) Fluff Alternate Universe - Royalty royal!AU Tsuruichi Family Awkwardness First Love Protectiveness Protective brothers Sexual Content
I just can’t wait for love to destroy us,FlowerCitti,"Trigun (Anime & Manga), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44451841,"7,256","Summary: There are small things to be noticed, if you know to look, that make Vash just a little less human.  (Or, Wolfwood warms up to the parts of Vash that aren’t quite human.)",Explicit No Archive Warnings Apply M/M Trigun (Anime & Manga) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Nicholas D. Wolfwood Vash the Stampede (Trigun) Fluff Angst Hurt/Comfort the usual angsting with these two Pining Touch-Starved First Kiss Vash’s non-human features Vash being cared for like he deserves I want Wolfwood to pet those wings so bad lmao now with smut Smut Xeno Alien Biology Cunnilingus Squirting Feel like Wolfwood could eat pussy like a champ im sorry (not rly) Praise Kink
fool in the moon,arahir,"Trigun (Anime & Manga), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44723611,"4,693","Summary: Wolfwood carries a body. Vash is a walking death wish. A race between self-sacrifice and skill, and in all Wolfwood’s shitty years on this shit-ass planet he’s never met a man with so much of each. So maybe Vash taking a bullet to the head for him shouldn’t have been a surprise. ART BY WREN",Mature Graphic Depictions Of Violence M/M Trigun (Anime & Manga) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Hurt/Comfort wound care Sprinkle of Possessiveness Fraught Makeouts what's the tag for i thought you were dead what's the tag for i'm carrying your body and normal about it what catholic guilt does to a man wolfwood pov of course
i will see your body bare (and still i will live here),FlowerCitti,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/44871610,"4,452","Summary: He hears Roberto sigh, “We only have enough money for two rooms. One double and one single.” He has money in his hand as they stand at the entrance of an old inn, orange light spilling through the windows as he flips through his double dollars and recounts. “Someone’s going to be sharing a bed.”  (Or, Vash teaches Wolfwood how to take off his prosthetics.)",Teen And Up Audiences No Archive Warnings Apply M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Roberto (Trigun Stampede) Meryl Stryfe Fluff Angst Hurt/Comfort Canon Disabled Character Prosthesis Stampede Vash has Prosthetic legs There Was Only One Bed First Kiss Massage Intimacy Trust
well I want you (baby it’s all I do),FlowerCitti,"Trigun (Anime & Manga 1995-2008), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44933428,"4,382","Summary: Kissing Vash always feels like he’s kneeling and worshipping, praying into his mouth, accepting every little noise he makes, every part of him that he places into Wolfwood’s hands. He selfishly wants every piece he can take, wants to cradle his entirety in his rough palms, wants to pretend like he’s even worthy of holding this wondrous creature so close.  (Or, Plants go through heat. Wolfwood helps.)",Explicit No Archive Warnings Apply M/M Trigun (Anime & Manga 1995-2008) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Fluff Smut Xeno Mating Cycles/In Heat but not the a/b/o kind just Plant vash stuff Alien Biology Plot What Plot/Porn Without Plot Fingering This goes out to all the girlies who liked my last Vashwood smut this is for u Touch-Starved First Time Kinda Making Out Wet & Messy Multiple Orgasms Blow Jobs Overstimulation Body Worship horny religious themes Creampie Biting bit of possessiveness Marking Squirting Praise Kink Marathon Sex
𝑀𝑎𝑚𝑎 𝑀𝑖𝑎!,Lexsssu,"原神 | Genshin Impact (Video Game), Biohazard | Resident Evil (Gameverse), Naruto, 我！天命大反派 - 天命反派 | I Am the Fated Villain - Fated Villain, Spider-Man - All Media Types, 呪術廻戦 | Jujutsu Kaisen (Manga), 呪術廻戦 | Jujutsu Kaisen (Anime), Compilation of Final Fantasy VII, Dragon Age - All Media Types, K子と病みおじ | K-ko to Yamioji (Manga), 崩坏：星穹铁道 | Honkai: Star Rail (Video Game), Magi: The Labyrinth of Magic, Final Fantasy XV, Twisted-Wonderland (Video Game), 七つの大罪 - 鈴木央 | Nanatsu no Taizai | The Seven Deadly Sins - Suzuki Nakaba (Anime & Manga), Our Life: Beginnings & Always (Visual Novel), ワンパンマン | One-Punch Man, Devil May Cry, Stardew Valley (Video Game), 鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/47216611,"3,847","Summary: ╭──────────.★..─╮ “𝖠𝗇𝖽 𝗍𝗁𝖾𝗇 𝖨 𝗆𝖾𝗍 𝗒𝗈𝗎, 𝖺𝗇𝖽 𝗌𝗅𝗈𝗐𝗅𝗒 𝖻𝗎𝗍 𝖺𝗅𝗅 𝖺𝗍 𝗈𝗇𝖼𝖾 𝗆𝗒 𝗐𝗁𝗈𝗅𝖾 𝗐𝗈𝗋𝗅𝖽 𝖻𝖾𝗀𝖺𝗇 𝗍𝗈 𝖼𝗁𝖺𝗇𝗀𝖾.” ╰─..★.──────────╯ Iɴ ᴡʜɪᴄʜ ʏᴏᴜʀ ʜᴜsʙᴀɴᴅ ғɪɴᴅs ᴛʜᴇ ɢʟᴏᴡ ᴏғ ᴍᴏᴛʜᴇʀʜᴏᴏᴅ ᴏɴ ʏᴏᴜ ᴜᴛᴛᴇʀʟʏ ɪʀʀᴇsɪsᴛɪʙʟᴇ.",Explicit No Archive Warnings Apply F/M 原神 | Genshin Impact (Video Game) Biohazard | Resident Evil (Gameverse) Naruto 我！天命大反派 - 天命反派 | I Am the Fated Villain - Fated Villain Spider-Man - All Media Types 呪術廻戦 | Jujutsu Kaisen (Manga) 呪術廻戦 | Jujutsu Kaisen (Anime) Compilation of Final Fantasy VII Dragon Age - All Media Types K子と病みおじ | K-ko to Yamioji (Manga) 崩坏：星穹铁道 | Honkai: Star Rail (Video Game) Magi: The Labyrinth of Magic Final Fantasy XV Twisted-Wonderland (Video Game) 七つの大罪 - 鈴木央 | Nanatsu no Taizai | The Seven Deadly Sins - Suzuki Nakaba (Anime & Manga) Our Life: Beginnings & Always (Visual Novel) ワンパンマン | One-Punch Man Devil May Cry Stardew Valley (Video Game) 鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime) Trigun (Anime & Manga 1995-2008) Alhaitham (Genshin Impact)/Reader Leon S. Kennedy/Reader Hatake Kakashi/Reader Gu Changge/Reader Miguel O'Hara/Reader Zhongli (Genshin Impact)/Reader Sung Jin-Woo/Reader Gojo Satoru/Reader Fushiguro Toji/Reader Zack Fair/Reader Sebastian Vael/Reader Totsumoto Yuushi/Reader Dan Heng (Honkai: Star Rail)/Reader Ren Hakuryuu/Reader Kaveh (Genshin Impact)/Reader Noctis Lucis Caelum/Reader Malleus Draconia/Reader Ban (Nanatsu no Taizai)/Reader Neuvillette (Genshin Impact)/Reader Cove Holden/Reader Saitama (One-Punch Man)/Reader Tighnari (Genshin Impact)/Reader Dante (Devil May Cry)/Reader Wriothesley (Genshin Impact)/Reader Wizard | M. Rasmodius/Reader Uzui Tengen/Reader Nanami Kento/Reader Nicholas D. Wolfwood/Reader Scaramouche (Genshin Impact)/Reader Sephiroth/Reader Jing Yuan (Honkai: Star Rail)/Reader Reader Reader-Insert Smut Shameless Smut Plot What Plot/Porn Without Plot Drabble Collection Breeding Creampie Pregnancy Kink Lactation Kink Impregnation Married Sex Mating Press Possessive Sex Pregnant Sex Size Kink Knotting Alpha/Beta/Omega Dynamics Non-Explicit Sex Alternate Universe - Canon Divergence
Living in a World Without Magic,tanktrilby,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/45867883,"3,769","Summary: Despite everything, the absolute worst part about Vash, hands down, is that he's Wolfwood's asshole boss's twin brother. (or: the corporate reincarnation AU where Vash is the only one that remembers.)",Teen And Up Audiences No Archive Warnings Apply M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Millions Knives & Nicholas D. Wolfwood Nicholas D. Wolfwood Vash the Stampede (Trigun) Millions Knives (Trigun) Livio the Double Fang (Trigun) Meryl Stryfe Alternate Universe - Modern Setting Alternate Universe - Reincarnation Meet-Cute everyones human Hurt/Comfort trigun: the shoujo manga Fluff and Humor Alternate Universe - Corporate sort of. ww shows up to work to take 8 hour smoke breaks and spread malicious rumors about knives ww ruffles vash's hair a few times and vash is trying his best to be normal about it Mutual Pining wv speedrun regency style slowburn in one week they're venture capitalists. it doesn't come up but it's true. sorry
Saturdays at 6 p.m.,maginot,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/46279510,"3,619","Summary: A week ago, Nicholas got a cutely-worded, fumbling email from some guy asking if he was taking on new subs. Then, a date was set. It takes Vash five whole minutes to knock on the door, and as soon as it opens, one thing becomes apparently clear. “Vash, I presume?” Nicholas asks. “T-that’s me!” Vash manages. Oh, Nicholas knows this is going to be fun.",Explicit Creator Chose Not To Use Archive Warnings M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Milly Thompson Meryl Stryfe BDSM Dom/sub Professional Dom Wolfood Sub Vash the Stampede (Trigun) Trans Vash the Stampede (Trigun) Bondage Spanking Falling In Love Getting Together they lost focus and had a consensual workplace relationship Other Additional Tags to Be Added Explicit Sexual Content Recreational Drug Use Penis In Vagina Sex Cockwarming Insecurity Scars Sub Drop Dom Drop Subspace Painplay
that constant sting we call love,FlowerCitti,"Trigun (Anime & Manga), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44169811,"3,413","Summary: He cares about Vash. It’s not a revelation. There’s no epiphany, nor sudden realization. He thinks he’s known that for a long time now. It’s not a surprise, and he can’t trick himself into thinking it is.  (Or, Vash gets hurt again and Wolfwood has had enough.)",Teen And Up Audiences No Archive Warnings Apply M/M Trigun (Anime & Manga) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Hurt/Comfort Angst Tending to Wounds Implied/Referenced Self-Harm vash and his regular self-destructive tendencies Suicidal Ideation Tenderness something v tender about wound tending Literal Sleeping Together Sharing a Bed Character Study Relationship Study Little bit of Fluff
I’d wanna burn whole (to be someone’s spark),FlowerCitti,"Trigun (Anime & Manga), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44361940,"3,308","Summary: He doesn’t think about how Vash could have even managed to buy them both food and a room, and it isn’t until later that he regrets that misstep. He should have realized he had never actually seen Vash touch a single piece of food that entire night. (Or, Vash starves himself to feed Wolfwood. Wolfwood isn’t too happy about it.)",Teen And Up Audiences No Archive Warnings Apply M/M Trigun (Anime & Manga) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Fluff and Angst Angst Hurt/Comfort Starvation Eating Disorders Eating Disorder Not Otherwise Specified Vash’s self sacrificing tendencies Self-Harm to some extent more wolfwood angsting over vash Pining
like the holding of hands (like the breaking of glass),FlowerCitti,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/45388474,"3,171","Summary: His hair is tousled, washed and soft looking as it curls around his cheeks, his weathered face looking gentle in the artificial light. He’s wearing an oversized sweater that exposes his collarbones, sweatpants that are slung low on his hips, and his feet are clad only in a dark pair of socks. He has a tray of food in his hands, and Vash watches as his fingers clench around the metal so hard that it shakes under the pressure. “Hey.” Vash breathes.  (Or, Vash wakes up at home. Wolfwood is there with him.)",Explicit No Archive Warnings Apply M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Fluff Angst Hurt/Comfort Making Out Touch-Starved Tenderness smut in part 2 bc apparently it’s a trend for me post ep-7 where vash wakes up at home and Wolfwood is there and they talk abt it plant Vash Vash’s markings A little domestic arc Smut First Time Overstimulation Cunnilingus Creampie Light Dom/sub Dom/sub Undertones Subspace Praise Kink Fingerfucking Squirting Multiple Orgasms Vash cries during sex we all know this Xeno Alien Biology Furthering the Wolfwood Eats Pussy Like It’s A Sport Agenda Allusions to an eating disorder in chapter 1 vash’s canon eating disorder
I just can’t wait for love to destroy us,FlowerCitti,"Trigun (Anime & Manga), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44451841,"7,256","Summary: There are small things to be noticed, if you know to look, that make Vash just a little less human.  (Or, Wolfwood warms up to the parts of Vash that aren’t quite human.)",Explicit No Archive Warnings Apply M/M Trigun (Anime & Manga) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Nicholas D. Wolfwood Vash the Stampede (Trigun) Fluff Angst Hurt/Comfort the usual angsting with these two Pining Touch-Starved First Kiss Vash’s non-human features Vash being cared for like he deserves I want Wolfwood to pet those wings so bad lmao now with smut Smut Xeno Alien Biology Cunnilingus Squirting Feel like Wolfwood could eat pussy like a champ im sorry (not rly) Praise Kink
fool in the moon,arahir,"Trigun (Anime & Manga), Trigun Stampede (Anime 2023)",https://archiveofourown.org/works/44723611,"4,693","Summary: Wolfwood carries a body. Vash is a walking death wish. A race between self-sacrifice and skill, and in all Wolfwood’s shitty years on this shit-ass planet he’s never met a man with so much of each. So maybe Vash taking a bullet to the head for him shouldn’t have been a surprise. ART BY WREN",Mature Graphic Depictions Of Violence M/M Trigun (Anime & Manga) Trigun Stampede (Anime 2023) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Hurt/Comfort wound care Sprinkle of Possessiveness Fraught Makeouts what's the tag for i thought you were dead what's the tag for i'm carrying your body and normal about it what catholic guilt does to a man wolfwood pov of course
i will see your body bare (and still i will live here),FlowerCitti,"Trigun Stampede (Anime 2023), Trigun (Anime & Manga 1995-2008)",https://archiveofourown.org/works/44871610,"4,452","Summary: He hears Roberto sigh, “We only have enough money for two rooms. One double and one single.” He has money in his hand as they stand at the entrance of an old inn, orange light spilling through the windows as he flips through his double dollars and recounts. “Someone’s going to be sharing a bed.”  (Or, Vash teaches Wolfwood how to take off his prosthetics.)",Teen And Up Audiences No Archive Warnings Apply M/M Trigun Stampede (Anime 2023) Trigun (Anime & Manga 1995-2008) Vash the Stampede/Nicholas D. Wolfwood Vash the Stampede (Trigun) Nicholas D. Wolfwood Roberto (Trigun Stampede) Meryl Stryfe Fluff Angst Hurt/Comfort Canon Disabled Character Prosthesis Stampede Vash has Prosthetic legs There Was Only One Bed First Kiss Massage Intimacy Trust
