ID,Title,Author,Fandom,Url,Kudos,Average_Sentiment
208,Conquering the Great King,SuggestiveScribe,Haikyuu!!,https://archiveofourown.org/works/3301085,"29,087",-0.25
209,I like the way your clothes smell,Mysecretfanmoments,Haikyuu!!,https://archiveofourown.org/works/2035458,"26,063",-0.6486
210,A Liar's Truth,internetpistol (orphan_account),Haikyuu!!,https://archiveofourown.org/works/27074200,"24,916",-0.8201
211,Five Plus One.,Xachyn,Haikyuu!!,https://archiveofourown.org/works/1434745,"24,094",0.0
212,The Crown and the Crow,Yuu_chi,Haikyuu!!,https://archiveofourown.org/works/1828311,"22,560",0.0258
213,tea-stained polaroids,dalyeau,Haikyuu!!,https://archiveofourown.org/works/2831402,"21,878",0.2023
214,I Choose You,TripsH,Haikyuu!!,https://archiveofourown.org/works/2253141,"20,055",0.3818
215,How NOT to Summon a Fell Dragon,Lexsssu,Hetalia: Axis Powers,https://archiveofourown.org/works/29532975,"3,677",0.7964
216,Close Encounters (of the Personification of Nations Kind),donutsandcoffee,Hetalia: Axis Powers,https://archiveofourown.org/works/770329,"3,544",0.4767
217,TELL ME A PIECE OF YOUR HISTORY,cultureandseptember,Hetalia: Axis Powers,https://archiveofourown.org/works/3741175,"3,142",0.7184
218,"Never, Ever",QiuShen,Hetalia: Axis Powers,https://archiveofourown.org/works/461297,"3,111",0.9068
219,Marriage Law Rejection Letters,sakura_lisel,Hetalia: Axis Powers,https://archiveofourown.org/works/15656337,"2,883",-0.7269
220,The Silken Rose,snowyfoxpaws,Hetalia: Axis Powers,https://archiveofourown.org/works/1559756,"2,883",-0.4767
221,American in America,Ferrero13,Hetalia: Axis Powers,https://archiveofourown.org/works/2807672,"2,809",0.3415
222,Make It Convincing,Jacquzy,Hetalia: Axis Powers,https://archiveofourown.org/works/456457,"2,705",-0.1027
223,Namimori,takoyaki (tamagoyaki),Hetalia: Axis Powers,https://archiveofourown.org/works/15978725,"2,503",0.0
224,Main Character Syndrome (With Exceptions),The_Ravenclaw_Werewolf,Hetalia: Axis Powers,https://archiveofourown.org/works/35244157,"2,408",-0.4504
225,lights out,phollie,Hunter X Hunter,https://archiveofourown.org/works/1218958,"12,989",0.431
226,The Longest Job,emanthony,Hunter X Hunter,https://archiveofourown.org/works/3509927,"8,625",0.2008
227,The Predatory Wasp,orphan_account,Hunter X Hunter,https://archiveofourown.org/works/3526334,"8,310",0.9473
228,Not Quite A Villain (But Far From A Hero),7Flyingpancakes7,Hunter X Hunter,https://archiveofourown.org/works/14478300,"7,543",-0.4563
229,A 'Need to Know' Basis,SilverThunder,Hunter X Hunter,https://archiveofourown.org/works/364757,"7,538",0.0
230,Words That Water Flowers,DecemberCamie,Hunter X Hunter,https://archiveofourown.org/works/9663233,"6,647",-0.8431
231,Stupid,meruemsthighs,Hunter X Hunter,https://archiveofourown.org/works/3343697,"6,246",0.0
232,The Smallest Favor,emanthony,Hunter X Hunter,https://archiveofourown.org/works/3609720,"5,804",0.5745
233,contact,buu,Hunter X Hunter,https://archiveofourown.org/works/2536241,"5,469",-0.7745
234,Running Start,DecemberCamie,Hunter X Hunter,https://archiveofourown.org/works/12880785,"5,138",0.9094
235,A Trick of Fate,pristineungift,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/1785142,"5,118",0.9601
236,Instinct,thetroll,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/20444579,"5,000",-0.6249
237,You and Me After All,Chiaztolite,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/39574338,"3,769",0.936
238,Melodies Of DreamLand(Various x Reader),Amane8009,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/19020061,"3,646",0.8402
239,Lessons in Parenting,SageMcMae,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/25080613,"3,463",0.965
240,Marriage Law Rejection Letters,sakura_lisel,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/15656337,"2,883",-0.7269
241,Silver & Gold,SageMcMae,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/23348317,"2,871",-0.3182
242,Festering Desires,Lexsssu,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/34194619,"2,789",0.0
243,Earning Her Stripes,TheHatterTheory,InuYasha - A Feudal Fairy Tale,https://archiveofourown.org/works/392276,"2,466",0.4404
244,Summer Lovin',t_why,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/3678501,"6,995",0.0
245,Let the Good Times Roll,nevermordor,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/4958608,"6,475",-0.8555
246,and the PTA meetings are worse,shonens,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/5490503,"5,529",-0.4779
247,There Will Be No Divorce,etymologyplayground,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/7424725,"5,435",-0.4939
248,In Any Other World,etymologyplayground,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/7342501,"4,920",-0.6652
249,JJBA Reader Insert One-Shots,jjbaconsumedmysoul,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/11219742,"4,866",0.0
250,Lost in Emotion,etymologyplayground,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/7107568,"4,733",0.9743
251,Bratty's Kinky Compendium,BrattyThickums,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/28229787,"4,485",0.296
252,"gold crocodiles, they snap their teeth on your cigarette",The_Onion,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/16209206,"4,257",0.4939
253,Creep,Rigmaroler,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo's Bizarre Adventure,https://archiveofourown.org/works/11218056,"4,075",-0.5719
254,moments in between,gratsu,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/27554125,"26,882",-0.9059
255,4th Avenue Viewing,softstellars,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/30033096,"21,125",0.3158
256,life hack: gay thoughts can't catch u if u have limitless activated,sugurugetowo,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/28630671,"20,813",0.1935
257,Carry Me Home,valleykey,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/36776911,"18,331",-0.5256
258,the bull & the china shop,gravitationals (celestialmechanics),呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/27549040,"17,591",0.7791
259,the smell of your hoodie,mustardleaf,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/27887899,"17,499",0.4588
260,Don't Tell a Soul,cursedwritings,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/28794462,"15,147",0.2732
261,"helping the world via murder, a guide by your local reformed terrorist",RK7200,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/35559262,"13,776",-0.816
262,heart on my sleeve,katarasvevo,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/27866542,"13,527",0.9186
263,a spin around the rumor mill,ilovegetosuguru,呪術廻戦 | Jujutsu Kaisen (Anime),https://archiveofourown.org/works/33061375,"12,877",-0.3182
264,moments in between,gratsu,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/27554125,"26,882",-0.9059
265,4th Avenue Viewing,softstellars,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/30033096,"21,125",0.3158
266,life hack: gay thoughts can't catch u if u have limitless activated,sugurugetowo,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/28630671,"20,813",0.1935
267,Carry Me Home,valleykey,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/36776911,"18,331",-0.5256
268,the bull & the china shop,gravitationals (celestialmechanics),呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/27549040,"17,591",0.7791
269,the smell of your hoodie,mustardleaf,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/27887899,"17,499",0.4588
270,Don't Tell a Soul,cursedwritings,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/28794462,"15,147",0.2732
271,"helping the world via murder, a guide by your local reformed terrorist",RK7200,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/35559262,"13,776",-0.816
272,heart on my sleeve,katarasvevo,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/27866542,"13,527",0.9186
273,a spin around the rumor mill,ilovegetosuguru,呪術廻戦 | Jujutsu Kaisen (Manga),https://archiveofourown.org/works/33061375,"12,877",-0.3182
274,Sinful Sinister Sweet,kiranosaurusrex,Kamen Rider - All Media Types,https://archiveofourown.org/works/5987212,610,0.5195
275,Rider Group Chat Misadventures,franzfan23,Kamen Rider - All Media Types,https://archiveofourown.org/works/23762821,596,-0.5719
276,My Hero SCP,mtnetsurfer,Kamen Rider - All Media Types,https://archiveofourown.org/works/33086263,481,0.7096
277,My Academia Climax!,WingKnight,Kamen Rider - All Media Types,https://archiveofourown.org/works/40106370,456,0.8402
278,Hidari Shoutaro's Home for Technically Non-Existent People,narashikari,Kamen Rider - All Media Types,https://archiveofourown.org/works/16436333,428,0.1796
279,Kari's Askblog Minifics,narashikari,Kamen Rider - All Media Types,https://archiveofourown.org/works/23170780,421,0.0
280,Just Like a Silver Screen (You Walk Into My Life),mikanrulz,Kamen Rider - All Media Types,https://archiveofourown.org/works/298895,377,0.0
281,Kari's Askblog Minifics: Part 3,narashikari,Kamen Rider - All Media Types,https://archiveofourown.org/works/35119306,373,0.0
282,Monthly Reward Stories - 2019,Shivern,Kamen Rider - All Media Types,https://archiveofourown.org/works/17702480,371,0.4404
283,Rider Time Zi-O: Roze from Remnant,ZeroEnchiladas,Kamen Rider - All Media Types,https://archiveofourown.org/works/30488928,315,0.8658
284,"The first time as tragedy, the second time as farce.",Dissenter,Katekyou Hitman Reborn!,https://archiveofourown.org/works/10731510,"8,284",-0.0258
285,The Vigilante Boss and His Failed Retirement Plan,Fey_Storyteller,Katekyou Hitman Reborn!,https://archiveofourown.org/works/15423582,"8,231",0.659
286,Karmic Balance,Sanjuno,Katekyou Hitman Reborn!,https://archiveofourown.org/works/6841507,"7,364",0.0529
287,You Can't Take the Sky From Me,Lilymoncat,Katekyou Hitman Reborn!,https://archiveofourown.org/works/11050104,"7,005",-0.6908
288,Force of Nature,Ramabear (RyMagnatar),Katekyou Hitman Reborn!,https://archiveofourown.org/works/6844054,"6,982",-0.5948
289,Sass and Win,AlligatorEyes,Katekyou Hitman Reborn!,https://archiveofourown.org/works/20004889,"6,524",0.9571
290,Harry's Housekeeping,Wolven_Spirits,Katekyou Hitman Reborn!,https://archiveofourown.org/works/17521781,"6,501",0.4767
291,I'm Just A Mob!,Williamcipher,Katekyou Hitman Reborn!,https://archiveofourown.org/works/41755839,"6,400",0.8381
292,Light up the Sky,Millarca,Katekyou Hitman Reborn!,https://archiveofourown.org/works/14516256,"6,273",-0.9231
293,Kagami Taiga's Great Monday Disaster,buttwade (merycula),Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/1175992,"5,884",-0.0314
294,Don't Blink You'll Miss It (Lift Up Your Head),umisabaku,Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/5556464,"4,995",0.8402
295,Kisses,mizael,Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/2339042,"4,851",0.7269
296,five times the seirin team shipped kagami and kuroko,Chesra,Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/534455,"4,531",0.5719
297,How Competition Works,triste,Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/587995,"4,293",0.0
298,Male Characters x Top!Male!Reader |One Shots|,MackJLee9,Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/29164848,"3,961",0.0
299,You Could Never Wear My Crown (Cause It Weighs Too Much),umisabaku,Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/6071449,"3,591",-0.9169
300,so miracles happen after all.,ririsu - riris (arurun),Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/20310058,"3,457",0.743
301,Consequential,triste,Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/657880,"3,290",0.0
302,Stories from Designation: Miracle,umisabaku,Kuroko no Basuke | Kuroko's Basketball,https://archiveofourown.org/works/6574513,"3,288",0.5859
303,Revelations,haldolhs,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/1039635,"7,094",0.7003
304,Those Gentle Slopes that Lead to Hell,Severus_divides_into_H,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/15059240,"4,640",0.8551
305,Fever,soulless_lover,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/719993,"4,500",0.5994
306,Genius Billionaire,TheSovereigntyofReality,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/15858081,"4,268",-0.5574
307,"A Phantomhive in Night Raven College or A Butler, in Twisted Wonderland, or One Hell of a Twisted Tale",Darkspellmaster,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/41150577,"3,448",-0.0
308,Facilis Descensus Averno,The_Trash_Can,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/13619832,"3,370",-0.5927
309,The Spare,BadBadz,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/45932653,"3,248",-0.6159
310,No Restrictions (With Podfic),finnian4ever (orphan_account),Kuroshitsuji | Black Butler,https://archiveofourown.org/works/1152608,"3,138",0.0
311,Desire,soulless_lover,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/1332406,"2,951",-0.4497
312,Marriage Law Rejection Letters,sakura_lisel,Kuroshitsuji | Black Butler,https://archiveofourown.org/works/15656337,"2,883",-0.7269
313,Interim,starkraving,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/11177367,"9,105",-0.7027
314,To My Dearest Friend,surveycorpsjean,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/18457835,"9,034",0.0
315,26 Minutes And 42 Seconds,T_5Seconds,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/27749413,"8,707",0.0
316,Blood Moon Rising,MarquesGillette,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/10610151,"8,670",-0.2732
317,Drown In Me,bacchanalia,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/10322468,"8,411",-0.3818
318,"Dress for the job you want, not the one you have",TheAngelicFifi,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/10704336,"7,786",0.3182
319,Sands of Time,tirsynni,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/10925277,"7,484",-0.9349
320,On Propriety and Unconventional Avenues of Communication,Advocaat,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/11566137,"6,932",0.0754
321,Drowning (with) Me,merpancake,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/12367128,"6,807",0.4215
322,Alone We Fight,SilvermistAnimeLover,The Legend of Zelda & Related Fandoms,https://archiveofourown.org/works/27409972,"6,485",0.34
323,A Breach of Trust,Phantomrose96,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/8472670,"13,444",-0.9768
324,Three,Ravenesta,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/8079550,"9,755",-0.3818
325,walk in,ruthwrites,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/8907322,"7,339",0.3656
326,Sure As the Setting Sun,bunnyscribe,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/12111294,"7,318",0.9107
327,The Accelerated Velocity of Terminological Inexactitude,LogicalBookThief,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/8517301,"7,215",-0.4417
328,The Disastrous Coming Out of Saiki K,palant1r,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/31081529,"6,613",0.8211
329,something strange in your neighbourhood,aloneintherain,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/19172566,"6,309",0.3612
330,When there's nothing but the long way 'round,taizi,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/9623252,"5,970",0.891
331,A House Made of Cards,Phantomrose96,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/7888690,"5,815",-0.7455
332,tomorrow isn't always another day,suitablyskippy,モブサイコ100 | Mob Psycho 100,https://archiveofourown.org/works/8877043,"5,652",-0.2978
333,Of Harrowed Hearts,Sable_Scribe,Naruto (Anime & Manga),https://archiveofourown.org/works/8211566,"32,445",0.75
334,backslide,blackkat,Naruto (Anime & Manga),https://archiveofourown.org/works/1382857,"30,497",-0.3612
335,reverse,blackkat,Naruto (Anime & Manga),https://archiveofourown.org/works/5339486,"28,967",0.9638
336,"The life and times of Hatake Kakashi, the long-suffering jonin-sensei",FeelingsDusk,Naruto (Anime & Manga),https://archiveofourown.org/works/9517748,"22,512",0.1658
337,Stormborn,blackkat,Naruto (Anime & Manga),https://archiveofourown.org/works/1877970,"21,037",-0.6808
338,An Invincible Summer,ShanaStoryteller,Naruto (Anime & Manga),https://archiveofourown.org/works/4525815,"19,573",-0.6486
339,What Once Was Will Never Be,PrincessofWhiteSnow,Naruto (Anime & Manga),https://archiveofourown.org/works/11668914,"19,485",0.9437
